lemma,length,suffix_2,suffix_3,suffix_4,prefix_2,prefix_3,prefix_4,projection_x,projection_y,article
neorealisme,11,me,sme,isme,ne,neo,neor,11.909583,10.261817,het
pilot,5,ot,lot,ilot,pi,pil,pilo,9.097853,4.5243297,de
hulpdienst,10,st,nst,enst,hu,hul,hulp,9.973037,11.688135,de
waterveiligheid,15,id,eid,heid,wa,wat,wate,10.021216,3.4788487,de
projectgroep,12,ep,oep,roep,pr,pro,proj,8.976822,11.264418,de
scenario,8,io,rio,ario,sc,sce,scen,11.351271,10.2134285,het
samenhang,9,ng,ang,hang,sa,sam,same,11.064045,10.77861,de
waarneming,10,ng,ing,ming,wa,waa,waar,11.448473,9.958461,de
meerjarenonderhoudsbegroting,28,ng,ing,ting,me,mee,meer,8.369869,13.916585,de
inspectie,9,ie,tie,ctie,in,ins,insp,9.356497,10.56549,de
onderhoudsbegroting,19,ng,ing,ting,on,ond,onde,8.375154,13.849643,de
busstation,10,on,ion,tion,bu,bus,buss,7.287096,8.718109,het
rijles,6,es,les,jles,ri,rij,rijl,12.865363,7.155546,de
hoofdvraag,10,ag,aag,raag,ho,hoo,hoof,11.555822,10.877887,de
stuur,5,ur,uur,tuur,st,stu,stuu,11.094129,7.7761216,het
kapsalon,8,on,lon,alon,ka,kap,kaps,12.970492,6.140732,de
mijn,4,jn,ijn,mijn,mi,mij,mijn,12.924659,8.822805,de
Boerskotten,11,en,ten,tten,bo,boe,boer,11.362409,5.3111258,het
ronde,5,de,nde,onde,ro,ron,rond,10.5821495,7.74181,de
besparing,9,ng,ing,ring,be,bes,besp,8.513024,12.898129,de
wervingskost,12,st,ost,kost,we,wer,werv,8.026282,12.937528,de
imago,5,go,ago,mago,im,ima,imag,13.05163,7.4679728,het
sollicitatieprocedure,21,re,ure,dure,so,sol,soll,10.536059,11.656999,de
kandidaat,9,at,aat,daat,ka,kan,kand,11.060764,13.711369,de
supply,6,ly,ply,pply,su,sup,supp,9.175866,11.783915,de
afstudeeropdracht,17,ht,cht,acht,af,afs,afst,6.6730037,11.574638,de
module,6,le,ule,dule,mo,mod,modu,9.465738,10.802776,de
vermoeden,9,en,den,eden,ve,ver,verm,11.895374,10.126604,het
kostprijs,9,js,ijs,rijs,ko,kos,kost,7.9821825,12.898029,de
buitenmur,9,ur,mur,nmur,bu,bui,buit,8.9975195,7.8780274,de
keldervloer,11,er,oer,loer,ke,kel,keld,8.242724,7.0786386,de
bouwmateriaal,13,al,aal,iaal,bo,bou,bouw,8.376358,9.109433,de
vochtbestrijding,16,ng,ing,ding,vo,voc,voch,9.533588,3.7181368,de
vochtproblemen,14,en,men,emen,vo,voc,voch,9.621006,3.662458,de
voornemen,9,en,men,emen,vo,voo,voor,11.352019,10.467088,het
themaplein,10,in,ein,lein,th,the,them,12.648702,10.99584,de
frigowereld,11,ld,eld,reld,fr,fri,frig,12.4603,4.254527,de
frigo,5,go,igo,rigo,fr,fri,frig,12.458538,4.2813206,de
supervriesfunctie,17,ie,tie,ctie,su,sup,supe,10.390847,9.0363655,de
boodschapp,10,pp,app,happ,bo,boo,bood,11.264102,11.123044,de
schermweergave,14,ve,ave,gave,sc,sch,sche,13.809752,12.459997,de
koffiegesprekken,16,en,ken,kken,ko,kof,koff,12.591188,3.6462672,de
header,6,er,der,ader,he,hea,head,12.760217,13.116606,de
bezorgdienst,12,st,nst,enst,be,bez,bezo,9.709474,12.120827,de
gros,4,os,ros,gros,gr,gro,gros,12.268184,8.217251,het
maaltijd-verzorgers,19,rs,ers,gers,ma,maa,maal,12.181954,4.393194,de
proefpakket,11,et,ket,kket,pr,pro,proe,7.514397,10.923577,het
salon,5,on,lon,alon,sa,sal,salo,8.153337,7.5875015,de
salonadres,10,es,res,dres,sa,sal,salo,8.026757,7.597714,het
lafheid,7,id,eid,heid,la,laf,lafh,13.092778,7.0912914,de
trouw,5,uw,ouw,rouw,tr,tro,trou,12.318505,10.254178,de
bühne,5,ne,hne,ühne,bü,büh,bühn,13.103841,6.9684777,de
applaus,7,us,aus,laus,ap,app,appl,13.013719,9.828336,het
gegil,5,il,gil,egil,ge,geg,gegi,13.524421,6.6087956,het
plugin,6,in,gin,ugin,pl,plu,plug,8.808395,9.953949,de
signs,5,ns,gns,igns,si,sig,sign,11.913625,11.458688,de
discord,7,rd,ord,cord,di,dis,disc,12.113153,9.438501,de
queue,5,ue,eue,ueue,qu,que,queu,10.823265,11.221968,de
ticket,6,et,ket,cket,ti,tic,tick,7.626734,12.695049,both
user-id,7,id,-id,r-id,us,use,user,9.342211,11.176514,het
role,4,le,ole,role,ro,rol,role,11.222807,10.791829,de
warn,4,rn,arn,warn,wa,war,warn,10.301898,11.219679,de
account,7,nt,unt,ount,ac,acc,acco,8.414437,13.085601,both
server,6,er,ver,rver,se,ser,serv,9.230965,11.696277,de
tempmute,8,te,ute,mute,te,tem,temp,12.519359,7.657265,de
embed,5,ed,bed,mbed,em,emb,embe,13.341958,8.083789,het
omschrijving,12,ng,ing,ving,om,oms,omsc,12.2493725,10.803424,de
C,1,c,c,c,c,c,c,13.70202,7.8208504,de
log,3,og,log,log,lo,log,log,12.986428,8.261405,de
dicord,6,rd,ord,cord,di,dic,dico,10.163992,10.06835,de
command,7,nd,and,mand,co,com,comm,10.659535,11.556454,de
zanger,6,er,ger,nger,za,zan,zang,13.378903,10.044004,de
diehard,7,rd,ard,hard,di,die,dieh,12.554337,7.8794575,de
productieproces,15,es,ces,oces,pr,pro,prod,8.678168,11.184979,het
heftruck,8,ck,uck,ruck,he,hef,heft,6.341553,8.643818,de
cateringbranch,14,ch,nch,anch,ca,cat,cate,12.330263,4.0252266,de
merkwaard,9,rd,ard,aard,me,mer,merk,12.352884,9.583879,de
branding,8,ng,ing,ding,br,bra,bran,8.346538,11.805302,de
vluchttijd,10,jd,ijd,tijd,vl,vlu,vluc,9.07974,4.5546103,de
voucher,7,er,her,cher,vo,vou,vouc,8.231513,13.216013,de
specialiteit,12,it,eit,teit,sp,spe,spec,10.650061,10.9175005,de
wifi,4,fi,ifi,wifi,wi,wif,wifi,7.9777856,10.090463,de
excursiebedrijf,15,jf,ijf,rijf,ex,exc,excu,7.8967433,8.4123955,het
excursie,8,ie,sie,rsie,ex,exc,excu,9.069904,8.269624,de
bandled,7,ed,led,dled,ba,ban,band,11.445918,8.31419,de
airport,7,rt,ort,port,ai,air,airp,9.05983,4.504925,de
horeca,6,ca,eca,reca,ho,hor,hore,8.944687,5.8736362,de
vakvereniging,13,ng,ing,ging,va,vak,vakv,10.165441,12.452059,de
corona-lockdown,15,wn,own,down,co,cor,coro,9.005575,5.6752853,de
vragenlijst,11,st,jst,ijst,vr,vra,vrag,11.298198,11.143417,de
eindrapport,11,rt,ort,port,ei,ein,eind,9.570041,9.61551,het
berichtgeving,13,ng,ing,ving,be,ber,beri,12.142214,12.292894,de
hoofdstukk,10,kk,ukk,tukk,ho,hoo,hoof,11.489315,8.996292,de
trend,5,nd,end,rend,tr,tre,tren,10.856535,9.924558,de
Frietkraam,10,am,aam,raam,fr,fri,frie,12.3172035,5.4392986,de
hutt,4,tt,utt,hutt,hu,hut,hutt,12.607921,7.816218,de
prachtigst,10,st,gst,igst,pr,pra,prac,13.055272,9.557801,het
rotspartij,10,ij,tij,rtij,ro,rot,rots,10.432679,7.1236835,de
natuurfreaks,12,ks,aks,eaks,na,nat,natu,9.438765,6.775984,de
daredevil,9,il,vil,evil,da,dar,dare,12.462922,7.0223804,de
ontbijtbuffet,13,et,fet,ffet,on,ont,ontb,12.250924,4.4531054,het
drankliefhebber,15,er,ber,bber,dr,dra,dran,13.06667,3.88407,de
trip,4,ip,rip,trip,tr,tri,trip,8.005259,8.451542,de
kwal,4,al,wal,kwal,kw,kwa,kwal,13.218515,7.0250382,de
drietal,7,al,tal,etal,dr,dri,drie,11.856902,8.27214,het
deltawerken,11,en,ken,rken,de,del,delt,10.860452,7.012705,de
Bermuda-driehoek,16,ek,oek,hoek,be,ber,berm,10.336454,4.1314826,de
bio-industrie,13,ie,rie,trie,bi,bio,bio-,9.264369,6.020196,de
haal,4,al,aal,haal,ha,haa,haal,12.139937,8.666107,de
65-plusser,10,er,ser,sser,65,65-,65-p,14.090411,7.698326,de
pensioenleeftijd,16,jd,ijd,tijd,pe,pen,pens,6.0330653,5.6142635,de
afname,6,me,ame,name,af,afn,afna,12.358214,8.364397,de
vetopslag,9,ag,lag,slag,ve,vet,veto,9.382327,4.0833735,de
groeihormoon,12,on,oon,moon,gr,gro,groe,9.031655,9.496709,het
opslag,6,ag,lag,slag,op,ops,opsl,12.284936,11.623731,de
hormoonspiegel,14,el,gel,egel,ho,hor,horm,13.932899,8.8100195,de
Gezondst,8,st,dst,ndst,ge,gez,gezo,13.486227,6.6204214,het
gezondheidsvoordeal,19,al,eal,deal,ge,gez,gezo,8.065709,5.8616123,de
compliment,10,nt,ent,ment,co,com,comp,12.984592,9.863711,both
Eetmeter,8,er,ter,eter,ee,eet,eetm,10.248223,9.202868,de
voedingscentrum,15,um,rum,trum,vo,voe,voed,12.003875,4.413905,het
valkui,6,ui,kui,lkui,va,val,valk,12.995519,6.781623,de
commercial,10,al,ial,cial,co,com,comm,8.398526,11.928443,de
Studio,6,io,dio,udio,st,stu,stud,9.372078,10.361095,de
smashbox,8,ox,box,hbox,sm,sma,smas,6.825477,10.099612,de
make-up,7,up,-up,e-up,ma,mak,make,10.651587,6.4127374,de
tag,3,ag,tag,tag,ta,tag,tag,12.664323,13.013166,de
huidverzorging,14,ng,ing,ging,hu,hui,huid,10.406334,6.327739,de
pijn,4,jn,ijn,pijn,pi,pij,pijn,8.496627,6.4718704,both
maat,4,at,aat,maat,ma,maa,maat,9.500836,7.51461,de
bewustzijn,10,jn,ijn,zijn,be,bew,bewu,12.326622,10.058566,het
bespreekbaar,12,ar,aar,baar,be,bes,besp,11.863254,10.896005,het
woede,5,de,ede,oede,wo,woe,woed,12.020454,9.605783,de
ongesteldheid,13,id,eid,heid,on,ong,onge,11.718276,9.718936,de
menstruatie,11,ie,tie,atie,me,men,mens,13.864929,8.830255,de
ziel,4,el,iel,ziel,zi,zie,ziel,12.553064,9.858353,de
verstrikking,12,ng,ing,king,ve,ver,vers,11.930082,10.099089,de
afstemming,10,ng,ing,ming,af,afs,afst,11.201795,13.66453,de
geluidsfragment,15,nt,ent,ment,ge,gel,gelu,15.94844,12.622912,het
healing,7,ng,ing,ling,he,hea,heal,8.365873,6.5717106,de
audiofragment,13,nt,ent,ment,au,aud,audi,15.932278,12.594331,de
miskraam,8,am,aam,raam,mi,mis,misk,12.988866,6.868237,de
broer,5,er,oer,roer,br,bro,broe,6.881696,5.2019377,de
klank-afstemming,16,ng,ing,ming,kl,kla,klan,13.157535,5.866152,de
familielijn,11,jn,ijn,lijn,fa,fam,fami,6.4459214,4.802651,de
ontvanger,9,er,ger,nger,on,ont,ontv,11.2028675,10.990383,de
conceptie,9,ie,tie,ptie,co,con,conc,11.499342,10.381405,de
kinderwen,9,en,wen,rwen,ki,kin,kind,6.9494505,5.3153477,de
Co-creator,10,or,tor,ator,co,co-,co-c,10.86883,10.793623,de
wetenschap,10,ap,hap,chap,we,wet,wete,9.428927,6.685883,de
glimlach,8,ch,ach,lach,gl,gli,glim,13.080519,9.653232,de
verabsolutering,15,ng,ing,ring,ve,ver,vera,14.347228,8.163038,de
verwerking,10,ng,ing,king,ve,ver,verw,9.958525,10.190047,de
galerij,7,ij,rij,erij,ga,gal,gale,13.717269,11.907267,de
juweelt,7,lt,elt,eelt,ju,juw,juwe,11.466093,6.61393,de
kantoorruimte,13,te,mte,imte,ka,kan,kant,9.730168,13.5053,de
vergaderruimte,14,te,mte,imte,ve,ver,verg,8.505907,7.771892,both
bekroning,9,ng,ing,ning,be,bek,bekr,11.229028,8.781997,de
originele-,10,e-,le-,ele-,or,ori,orig,14.158607,10.227706,het
uitwerpsel,10,el,sel,psel,ui,uit,uitw,11.063882,9.565982,de
viervoeter,10,er,ter,eter,vi,vie,vier,11.987143,7.645158,de
poepschepje,11,je,pje,epje,po,poe,poep,11.720683,7.6946964,het
kassa,5,sa,ssa,assa,ka,kas,kass,8.598241,12.815387,de
attractie,9,ie,tie,ctie,at,att,attr,12.760266,9.774902,de
reuzepanda,10,da,nda,anda,re,reu,reuz,11.815491,5.9981146,de
serre,5,re,rre,erre,se,ser,serr,13.200655,8.88126,de
hamamelis,9,is,lis,elis,ha,ham,hama,12.974765,6.8923063,de
vuurwerk,8,rk,erk,werk,vu,vuu,vuur,10.323866,5.1024737,het
toverhazelaar,13,ar,aar,laar,to,tov,tove,11.727808,7.1593013,de
viburnum,8,um,num,rnum,vi,vib,vibu,12.6746855,6.963588,de
Viburnum,8,um,num,rnum,vi,vib,vibu,12.348834,6.9093165,de
asbestverwijdering,18,ng,ing,ring,as,asb,asbe,9.872497,6.1533256,de
vijgenboom,10,om,oom,boom,vi,vij,vijg,11.344701,5.6766977,de
vervloeking,11,ng,ing,king,ve,ver,verv,14.431935,8.168082,de
verleiding,10,ng,ing,ding,ve,ver,verl,12.283268,9.841404,de
duivel,6,el,vel,ivel,du,dui,duiv,12.45957,9.080121,de
tollenaar,9,ar,aar,naar,to,tol,toll,13.646723,9.41158,de
hoer,4,er,oer,hoer,ho,hoe,hoer,13.170883,7.4863944,de
koninkrijk,10,jk,ijk,rijk,ko,kon,koni,13.857145,9.518018,het
bruiloft,8,ft,oft,loft,br,bru,brui,11.367023,6.874448,de
idioot,6,ot,oot,ioot,id,idi,idio,12.407845,9.19425,het
menopauze,9,ze,uze,auze,me,men,meno,13.7851305,8.877568,de
diagnose,8,se,ose,nose,di,dia,diag,8.497596,6.1879025,de
dokter,6,er,ter,kter,do,dok,dokt,8.063384,5.981655,de
bloedtest,9,st,est,test,bl,blo,bloe,3.9461453,8.923939,de
hersenweefsel,13,el,sel,fsel,he,her,hers,8.853793,6.443124,het
long,4,ng,ong,long,lo,lon,long,10.132033,8.731789,de
aanval,6,al,val,nval,aa,aan,aanv,10.951174,11.418631,de
ziektebeelden,13,en,den,lden,zi,zie,ziek,8.719459,5.83688,de
werkgelegenheid,15,id,eid,heid,we,wer,werk,9.3727,13.966252,de
creativiteit,12,it,eit,teit,cr,cre,crea,13.355454,11.853182,de
werkplek,8,ek,lek,plek,we,wer,werk,9.428206,13.9401,de
modeindustrie,13,ie,rie,trie,mo,mod,mode,10.59735,6.4285817,de
rugzakek,8,ek,kek,akek,ru,rug,rugz,12.963681,6.7735205,de
wachtkamer,10,er,mer,amer,wa,wac,wach,7.903002,7.4694686,de
prioriteitenlijst,17,st,jst,ijst,pr,pri,prio,11.060898,11.041434,de
medicatiebehoefte,17,te,fte,efte,me,med,medi,8.620814,5.967044,de
Eindhovenaren,13,en,ren,aren,ei,ein,eind,12.982708,6.7357445,de
defensie,8,ie,sie,nsie,de,def,defe,11.132774,12.790137,de
Bulgaar,7,ar,aar,gaar,bu,bul,bulg,12.863339,6.802797,de
topper,6,er,per,pper,to,top,topp,9.943134,8.349522,de
jeugdinternational,18,al,nal,onal,je,jeu,jeug,6.62433,5.5603294,de
teamspirit,10,it,rit,irit,te,tea,team,5.821371,10.564508,de
kookworkshop,12,op,hop,shop,ko,koo,kook,12.470097,4.353454,de
pistool,7,ol,ool,tool,pi,pis,pist,10.673843,6.026096,het
voorwerp,8,rp,erp,werp,vo,voo,voor,11.254415,10.139181,both
troon,5,on,oon,roon,tr,tro,troo,13.854194,9.507323,de
bezits-s,8,-s,s-s,ts-s,be,bez,bezi,14.996959,7.8176694,de
genitiefvorm,12,rm,orm,vorm,ge,gen,geni,10.758205,7.0036435,de
schrijftaalversie,17,ie,sie,rsie,sc,sch,schr,12.538814,11.994126,de
eigendom,8,om,dom,ndom,ei,eig,eige,9.29207,12.356963,both
eetruimte,9,te,mte,imte,ee,eet,eetr,12.281867,3.9810894,de
vleesindustrie,14,ie,rie,trie,vl,vle,vlee,12.1908245,5.1000156,de
geadresseerd,12,rd,erd,eerd,ge,gea,gead,12.167462,11.034411,de
familielid,10,id,lid,elid,fa,fam,fami,6.487197,4.8275366,both
bladzijde,9,de,jde,ijde,bl,bla,blad,12.765421,13.104262,de
jongenskamer,12,er,mer,amer,jo,jon,jong,6.730054,5.4655023,de
kamertje,8,je,tje,rtje,ka,kam,kame,13.9072075,13.181773,het
blits,5,ts,its,lits,bl,bli,blit,11.431735,7.5724616,de
zonnebril,9,il,ril,bril,zo,zon,zonn,10.198664,5.7715516,de
bestelproces,12,es,ces,oces,be,bes,best,9.768177,10.259099,both
promotie,8,ie,tie,otie,pr,pro,prom,8.813145,12.069857,de
pelotons,8,ns,ons,tons,pe,pel,pelo,12.020639,8.141892,de
Korps,5,ps,rps,orps,ko,kor,korp,12.839196,6.24268,het
landmacht,9,ht,cht,acht,la,lan,land,9.120762,7.411827,de
AMO,3,mo,amo,amo,am,amo,amo,12.968462,8.642387,de
keuringstraject,15,ct,ect,ject,ke,keu,keur,12.787709,5.837234,het
flair,5,ir,air,lair,fl,fla,flai,11.707372,7.037438,de
weeromstuit,11,it,uit,tuit,we,wee,weer,9.211283,3.9746988,de
kiezer,6,er,zer,ezer,ki,kie,kiez,12.830731,6.043029,de
elite,5,te,ite,lite,el,eli,elit,9.993713,12.510799,de
middenklasse,12,se,sse,asse,mi,mid,midd,6.8377686,11.4711485,de
periode-Obama,13,ma,ama,bama,pe,per,peri,10.414991,13.513435,de
scheidslijn,11,jn,ijn,lijn,sc,sch,sche,10.123174,7.89172,de
conservatief,12,ef,ief,tief,co,con,cons,10.883758,13.34208,de
grondwet,8,et,wet,dwet,gr,gro,gron,11.150373,12.203321,de
desperate,9,te,ate,rate,de,des,desp,11.164809,10.831474,de
gordijn,7,jn,ijn,dijn,go,gor,gord,9.090417,8.238333,de
instandhouding,14,ng,ing,ding,in,ins,inst,11.019676,9.666043,de
hemel,5,el,mel,emel,he,hem,heme,12.852277,8.799252,de
vliegtuigramp,13,mp,amp,ramp,vl,vli,vlie,9.073498,4.547615,de
Maho-strand,11,nd,and,rand,ma,mah,maho,13.04801,6.743767,het
repetitieruimte,15,te,mte,imte,re,rep,repe,6.756035,10.816568,de
eiland-boks,11,ks,oks,boks,ei,eil,eila,11.992004,6.4377103,de
persconferentie,15,ie,tie,ntie,pe,per,pers,12.148356,12.295568,de
treasure,8,re,ure,sure,tr,tre,trea,13.639967,11.205908,de
soundcheck,10,ck,eck,heck,so,sou,soun,15.947449,12.617844,de
generator,9,or,tor,ator,ge,gen,gene,4.1269975,11.103989,de
schat,5,at,hat,chat,sc,sch,scha,13.148482,9.317936,de
uilt,4,lt,ilt,uilt,ui,uil,uilt,13.071564,8.027437,de
tabel,5,el,bel,abel,ta,tab,tabe,12.155648,3.4574876,de
moordlustig,11,ig,tig,stig,mo,moo,moor,13.106741,10.493289,de
haathuis,8,is,uis,huis,ha,haa,haat,7.3760853,7.493302,het
moskee,6,ee,kee,skee,mo,mos,mosk,14.890964,9.536891,de
uitstap,7,ap,tap,stap,ui,uit,uits,10.470807,8.975042,both
curcus,6,us,cus,rcus,cu,cur,curc,11.7925825,6.7639227,de
vissersplaats,13,ts,ats,aats,vi,vis,viss,10.328763,4.0979104,het
monument,8,nt,ent,ment,mo,mon,monu,13.792785,11.176294,both
graniet,7,et,iet,niet,gr,gra,gran,11.415711,7.2207627,het
dierenartsenpraktijk,20,jk,ijk,tijk,di,die,dier,11.41504,5.369129,de
Dierenartsenpraktijk,20,jk,ijk,tijk,di,die,dier,8.103933,6.045937,de
diergeneeskunde,15,de,nde,unde,di,die,dier,9.179434,6.161586,de
toediening,10,ng,ing,ning,to,toe,toed,12.91086,9.889432,de
gezondheidstoestand,19,nd,and,tand,ge,gez,gezo,8.07786,5.828387,de
onderzoeksrapport,17,rt,ort,port,on,ond,onde,7.627268,11.435421,het
koopovereenkomst,16,st,mst,omst,ko,koo,koop,9.118369,12.152054,de
aansprakelijkheid,17,id,eid,heid,aa,aan,aans,10.952789,11.8086815,de
vervulling,10,ng,ing,ling,ve,ver,verv,10.55607,10.039483,de
folder,6,er,der,lder,fo,fol,fold,12.689599,11.800778,de
Kortingscode,12,de,ode,code,ko,kor,kort,9.473807,11.074278,de
kortingscode,12,de,ode,code,ko,kor,kort,8.251229,12.436992,de
korting-plakken-actie,21,ie,tie,ctie,ko,kor,kort,8.300292,12.550902,de
babyspeciaalzaak,16,ak,aak,zaak,ba,bab,baby,7.062813,5.183969,de
speelgoed,9,ed,oed,goed,sp,spe,spee,7.2438555,9.925647,both
productgroep,12,ep,oep,roep,pr,pro,prod,8.410611,11.551993,de
stickeractie,12,ie,tie,ctie,st,sti,stic,11.982618,11.475761,de
kinderstoe,10,oe,toe,stoe,ki,kin,kind,6.989706,5.2806973,de
babywinkel,10,el,kel,nkel,ba,bab,baby,7.082838,5.180901,de
actieprijs,10,js,ijs,rijs,ac,act,acti,10.764347,11.127341,de
kilometerstand,14,nd,and,tand,ki,kil,kilo,8.99728,8.35789,de
vrijdagavond,12,nd,ond,vond,vr,vri,vrij,6.0265303,6.724448,de
weiland,7,nd,and,land,we,wei,weil,12.681155,7.2010508,both
opstelmogelijkhed,17,ed,hed,khed,op,ops,opst,11.214579,9.925331,de
partytent,9,nt,ent,tent,pa,par,part,12.939717,10.313726,de
clubhuis,8,is,uis,huis,cl,clu,club,6.4965305,6.3967915,het
dipool,6,ol,ool,pool,di,dip,dipo,10.965312,7.832544,de
mast,4,st,ast,mast,ma,mas,mast,10.858876,6.961034,de
donker,6,er,ker,nker,do,don,donk,9.928272,5.569524,het
gedachtegoed,12,ed,oed,goed,ge,ged,geda,12.387432,10.2178,het
toonbank,8,nk,ank,bank,to,too,toon,8.237108,13.201066,de
achterwand,10,nd,and,wand,ac,ach,acht,10.784475,8.567682,de
ombouw,6,uw,ouw,bouw,om,omb,ombo,9.092448,9.334958,de
startpagina,11,na,ina,gina,st,sta,star,14.565452,11.737133,de
connectie,9,ie,tie,ctie,co,con,conn,8.520596,9.979575,de
uitnodiging,11,ng,ing,ging,ui,uit,uitn,13.019684,10.127732,de
maximaal,8,al,aal,maal,ma,max,maxi,10.345294,9.581873,het
geranis,7,is,nis,anis,ge,ger,gera,13.326133,6.6423545,het
zeespiegel,10,el,gel,egel,ze,zee,zees,10.29408,4.011625,de
promenade,9,de,ade,nade,pr,pro,prom,8.610632,8.1526375,de
Erfgoedhuis,11,is,uis,huis,er,erf,erfg,7.324598,7.497496,het
legering,8,ng,ing,ring,le,leg,lege,11.572302,8.813558,de
groottewaaier,13,er,ier,aier,gr,gro,groo,10.356968,8.705468,de
sterkte,7,te,kte,rkte,st,ste,ster,10.920361,9.28928,de
metaal,6,al,aal,taal,me,met,meta,10.051988,6.6794987,het
smeltkroes,10,es,oes,roes,sm,sme,smel,11.604705,6.6582036,de
verharding,10,ng,ing,ding,ve,ver,verh,14.672153,8.15695,de
matrijs,7,js,ijs,rijs,ma,mat,matr,10.4518,9.413261,de
metallurgie,11,ie,gie,rgie,me,met,meta,10.039058,6.6814365,de
grafietlagers,13,rs,ers,gers,gr,gra,graf,13.657203,12.602208,de
aluminiumbron,13,on,ron,bron,al,alu,alum,10.081331,6.6870527,het
Aandrijvingsrollen,18,en,len,llen,aa,aan,aand,11.300177,8.792948,de
huisvesting,11,ng,ing,ting,hu,hui,huis,7.153198,7.517483,de
schacht,7,ht,cht,acht,sc,sch,scha,12.1360445,6.654849,de
centrifugaal,12,al,aal,gaal,ce,cen,cent,10.542705,7.679886,het
bronsring,9,ng,ing,ring,br,bro,bron,12.373542,6.314512,de
dief,4,ef,ief,dief,di,die,dief,11.324118,9.068674,de
splitsing,9,ng,ing,sing,sp,spl,spli,11.343501,8.945822,de
Karekietstraat,14,at,aat,raat,ka,kar,kare,13.097343,5.973131,de
spijsvertering,14,ng,ing,ring,sp,spi,spij,11.58748,7.2060165,de
alkaloïden,10,en,den,ïden,al,alk,alka,12.567237,7.2590146,de
spiercel,8,el,cel,rcel,sp,spi,spie,11.9345875,7.0340834,de
bewijs,6,js,ijs,wijs,be,bew,bewi,11.976092,10.702185,both
grafieken,9,en,ken,eken,gr,gra,graf,13.633187,12.632187,de
spiermassa,10,sa,ssa,assa,sp,spi,spie,12.303454,8.370476,de
myogene,7,ne,ene,gene,my,myo,myog,12.20255,7.2965436,de
lichaamssamenstelling,21,ng,ing,ling,li,lic,lich,10.60141,6.9532986,de
biologieles,11,es,les,eles,bi,bio,biol,9.3194475,6.1524744,de
onderzoeksgemeenschap,21,ap,hap,chap,on,ond,onde,7.5256667,11.489106,de
synergie,8,ie,gie,rgie,sy,syn,syne,10.297479,10.139034,de
gedeelte,8,te,lte,elte,ge,ged,gede,11.220979,9.149173,het
tafelt,6,lt,elt,felt,ta,taf,tafe,12.18738,3.4165523,de
pizza,5,za,zza,izza,pi,piz,pizz,12.282688,4.605592,de
eigenaresse,11,se,sse,esse,ei,eig,eige,13.167405,7.6583276,de
voorgerech,10,ch,ech,rech,vo,voo,voor,11.2255,9.844002,het
entrecote,9,te,ote,cote,en,ent,entr,10.683172,8.782342,de
ambiance,8,ce,nce,ance,am,amb,ambi,12.700108,9.70558,de
keuzemenu,9,nu,enu,menu,ke,keu,keuz,11.479936,14.180878,het
garna,5,na,rna,arna,ga,gar,garn,13.231128,7.2458687,de
ossobuco,8,co,uco,buco,os,oss,osso,12.607581,7.3477044,de
bestemming,10,ng,ing,ming,be,bes,best,8.942537,8.003684,de
buitenlandgevoel,16,el,oel,voel,bu,bui,buit,9.23865,8.234959,het
beton,5,on,ton,eton,be,bet,beto,8.282177,8.922996,het
gelaatskleur,12,ur,eur,leur,ge,gel,gela,10.610167,17.285892,de
coffeeshop,10,op,hop,shop,co,cof,coff,12.591023,3.6459541,de
isolatiemateriaal,17,al,aal,iaal,is,iso,isol,10.177185,6.5068603,het
kozijn,6,jn,ijn,zijn,ko,koz,kozi,12.948619,6.240876,both
showtime,8,me,ime,time,sh,sho,show,14.543834,12.585161,het
muziektheater,13,er,ter,ater,mu,muz,muzi,15.009262,12.024625,het
IJ,2,ij,ij,ij,ij,ij,ij,13.165517,8.078708,het
elektromotor,12,or,tor,otor,el,ele,elek,4.291996,10.966246,de
beest,5,st,est,eest,be,bee,bees,11.8471365,6.055605,het
stamboom,8,om,oom,boom,st,sta,stam,11.11537,7.096076,de
bidprent,8,nt,ent,rent,bi,bid,bidp,11.770873,8.308249,de
voorouder,9,er,der,uder,vo,voo,voor,14.26024,10.322705,de
kar,3,ar,kar,kar,ka,kar,kar,12.9576435,7.72343,de
kanon,5,on,non,anon,ka,kan,kano,10.663705,6.0468783,het
mitrailleur,11,ur,eur,leur,mi,mit,mitr,11.163906,12.817005,de
Tab,3,ab,tab,tab,ta,tab,tab,12.122909,3.5164862,de
beeldkwaliteit,14,it,eit,teit,be,bee,beel,13.777896,13.011556,de
gebruikservaring,16,ng,ing,ring,ge,geb,gebr,9.894983,10.89917,de
lichtsensor,11,or,sor,nsor,li,lic,lich,9.948943,5.4625907,de
kleurreproductie,16,ie,tie,ctie,kl,kle,kleu,10.596461,17.324858,de
srgb-kleurruimte,16,te,mte,imte,sr,srg,srgb,10.59465,17.31874,de
"9,7""-model",10,el,del,odel,"9,","9,7","9,7""",10.084292,10.347141,het
tablets,7,ts,ets,lets,ta,tab,tabl,8.60457,6.051779,de
homeknop,8,op,nop,knop,ho,hom,home,7.242855,7.486023,de
speaker,7,er,ker,aker,sp,spe,spea,12.434932,11.358891,de
onderzijde,10,de,jde,ijde,on,ond,onde,10.027892,8.226788,de
aan-uit-,8,t-,it-,uit-,aa,aan,aan-,10.525681,8.880368,de
8-megapixelcamera,17,ra,era,mera,8-,8-m,8-me,13.883048,13.19402,de
ufs,3,fs,ufs,ufs,uf,ufs,ufs,12.604332,8.828476,het
